Date,measurement,measurement_units,code_number,time_series_code,Code,Description,Frequency,Start Date,End Date,Type Description,number_of_ts,timeseries_position,category,sub_category
1966/11,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1966/12,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/01,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/02,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/03,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/04,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/05,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/06,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/07,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/08,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/09,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/10,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/11,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1967/12,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/01,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/02,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/03,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/04,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/05,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/06,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/07,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/08,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/09,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/10,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/11,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1968/12,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/01,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/02,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/03,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/04,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/05,14,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/06,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/07,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/08,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/09,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/10,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/11,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1969/12,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/01,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/02,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/03,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/04,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/05,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/06,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/07,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/08,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/09,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/10,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/11,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1970/12,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/01,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/02,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/03,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/04,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/05,15,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/06,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/07,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/08,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/09,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/10,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/11,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1971/12,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/01,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/02,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/03,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/04,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/05,16,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/06,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/07,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/08,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/09,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/10,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/11,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1972/12,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1973/01,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1973/02,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1973/03,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1973/04,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1973/05,17,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
