Date,measurement,measurement_units,code_number,time_series_code,Code,Description,Frequency,Start Date,End Date,Type Description,number_of_ts,timeseries_position,category,sub_category
2016/01,273326,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2016/02,275634,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2016/03,272243,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2016/04,271021,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2016/05,280935,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2016/06,274000,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2016/07,263024,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2016/08,262332,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2016/09,263963,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2016/10,290984,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2016/11,293736,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2016/12,287666,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2017/01,285816,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2017/02,282002,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2017/03,281912,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2017/04,275934,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2017/05,284962,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
2017/06,281601,R_millions,1008,KBP1008M,KBP1008,South African Reserve Bank liabilities: Total deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Total deposits
1964,7,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1965,31,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1966,46,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1967,23,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1968,59,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1969,39,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1970,65,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1971,118,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1972,47,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1973,0,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1974,25,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1975,599,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1976,689,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1977,508,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1978,142,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1979,0,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1980,0,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1981,1113,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1982,535,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1983,1400,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1984,2385,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1985,3037,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1986,1044,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1987,922,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1988,1238,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1989,1398,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1990,683,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1991,45,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1992,882,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1993,5267,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1994,5084,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1995,0,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1996,0,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1997,9809,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1998,18072,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1999,18770,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2000,19639,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2001,48217,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2002,21453,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2003,19953,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2004,19687,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2005,22080,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2006,19190,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2007,11930,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2008,6040,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2009,2588,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2010,3,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2011,52,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2012,180,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2013,8,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2014,8,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2015,13,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
2016,14,R_millions,1009,KBP1009J,KBP1009,South African Reserve Bank liabilities: Foreign loans,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Foreign loans
1964,12,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1965,12,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1966,13,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1967,13,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1968,14,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1969,15,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1970,15,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1971,16,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1972,17,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1973,18,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1974,19,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1975,21,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1976,22,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1977,24,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1978,26,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1979,28,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1980,31,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1981,33,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1982,35,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1983,35,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1984,39,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1985,44,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1986,45,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1987,48,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1988,50,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1989,56,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1990,72,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1991,80,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1992,95,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1993,117,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1994,132,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1995,143,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1996,157,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1997,197,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1998,239,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1999,270,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2000,305,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2001,337,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2002,338,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2003,357,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2004,364,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2005,365,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2006,367,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2007,380,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2008,393,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2009,397,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2010,397,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2011,397,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2012,397,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2013,397,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2014,397,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2015,397,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
2016,397,R_millions,1010,KBP1010J,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Yearly,1964,2016,",",2,1,South African Reserve Bank liabilities, Capital and reserves
1964/01,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1964/02,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1964/03,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1964/04,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1964/05,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1964/06,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1964/07,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1964/08,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1964/09,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1964/10,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1964/11,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1964/12,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/01,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/02,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/03,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/04,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/05,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/06,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/07,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/08,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/09,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/10,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/11,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1965/12,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1966/01,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1966/02,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1966/03,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1966/04,12,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1966/05,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1966/06,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1966/07,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1966/08,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1966/09,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
1966/10,13,R_millions,1010,KBP1010M,KBP1010,South African Reserve Bank liabilities: Capital and reserves,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Capital and reserves
